game_name,original_price,new_price,platform,price_start_date
Sid Meier's Civilization VI - Ethiopia Pack,4.99,3.49,WinGameStore,2022-09-27T08:02:27+00:00
Stellaris: Lithoids Species Pack,7.99,5.49,WinGameStore,2022-09-27T08:02:27+00:00
Stellaris: Plantoids Species Pack,7.99,4.29,WinGameStore,2022-09-27T08:02:27+00:00
Oaken,17.99,15.27,Gamebillet,2022-09-27T00:03:40+00:00
汉匈决战/Han Xiongnu Wars,6.99,3.35,Steam,2022-09-26T22:31:45+00:00
Girls Dance,1.99,0.99,Steam,2022-09-26T17:50:10+00:00
Vengeful Rites,19.99,13.39,Steam,2022-09-26T17:48:37+00:00
BULLET PARTY,0.99,0.49,Steam,2022-09-26T17:47:28+00:00
Human: Fall Flat Official Soundtrack,4.99,2.49,Steam,2022-09-26T17:47:05+00:00
Phoenix Force,0.99,0.49,Steam,2022-09-26T17:45:25+00:00
Hentai Hack-Her,2.99,1.19,Steam,2022-09-26T17:40:11+00:00
Hentai Killer: Girls & Chess,0.99,0.55,Steam,2022-09-26T17:39:11+00:00
Life Simulator,8.99,3.59,Steam,2022-09-26T17:36:18+00:00
爱人 Lover,6.99,3.49,Steam,2022-09-26T17:35:53+00:00
荧火微光,6.99,2.79,Steam,2022-09-26T17:35:30+00:00
Evil Genome Year Edition,26.97,6.17,Steam,2022-09-26T16:34:31+00:00
Cauldrons of War - Stalingrad,14.99,11.24,Steam,2022-09-26T14:41:24+00:00
AIKAGI,19.99,17.99,Steam,2022-09-26T09:35:27+00:00
Nightmare Hunter,15.99,12.79,Steam,2022-09-26T01:36:41+00:00
Backbone - The Artifact Edition,26.6,23.94,Gamesplanet UK,2022-09-26T00:06:29+00:00
War Mongrels,35.47,31.92,Gamesplanet UK,2022-09-25T22:07:10+00:00
Scarlet Hood and the Wicked Wood,14.99,11.01,Fanatical,2022-09-25T09:03:55+00:00
Hacktag,16.55,14.89,Gamesplanet DE,2022-09-22T00:11:04+00:00
DC League of Super Pets: The Adventures of Krypto and Ace,39.99,30.39,GamersGate,2022-09-20T12:06:01+00:00
Hyper Knights: Battles,4.99,0.99,Humble Store,2022-09-19T11:31:29+00:00
The Big Con,12.17,10.33,Gamesplanet DE,2022-09-17T00:09:12+00:00
DARK SOULS III - The Ringed City,13.29,11.96,Gamesplanet UK,2022-09-15T16:10:01+00:00
Hockey Manager 20|20,34.99,17.49,Humble Store,2022-09-14T18:12:06+00:00
WAR PARTY,9.99,7.34,Fanatical,2022-09-13T09:03:54+00:00
Moekuri: Adorable + Tactical SRPG,11.99,8.81,Fanatical,2022-09-13T09:03:53+00:00
8-Bit Invaders!,14.99,13.39,Fanatical,2022-09-13T09:03:53+00:00
Combat Mission Black Sea,48.69,43.82,Gamesplanet DE,2022-09-12T09:07:33+00:00
Lumote: The Mastermote Chronicles,17.73,15.95,Gamesplanet UK,2022-09-12T08:06:06+00:00
Dead Island Definitive Collection,40.02,7.2,Fanatical,2022-09-11T23:03:47+00:00
Saints Row Gold Edition,89.99,82.79,Fanatical,2022-09-07T09:03:32+00:00
The Executioner,9.99,7.34,Fanatical,2022-09-06T15:05:24+00:00
Roah,24.99,22.39,Fanatical,2022-09-06T15:05:23+00:00
Lantern,6.99,5.5,Fanatical,2022-09-06T15:05:21+00:00
Filament,16.99,12.48,Fanatical,2022-09-06T15:05:20+00:00
KILL la KILL,19.99,14.69,Fanatical,2022-09-06T15:05:20+00:00
Dead GroundZ,19.99,15.89,Fanatical,2022-09-06T15:05:19+00:00
articy:draft 3,99.99,89.89,Fanatical,2022-09-06T15:05:18+00:00
Phoenix Point Year One Edition: Festering Skies DLC,9.99,8.19,Fanatical,2022-09-06T15:05:17+00:00
Saints Row IV: Season Pass,2.0,1.96,Voidu,2022-09-05T13:01:12+00:00
Euro Truck Simulator 2 - Road to the Black Sea,17.99,15.11,Gamebillet,2022-09-02T00:04:32+00:00
American Truck Simulator - Idaho,11.99,10.07,Gamebillet,2022-09-02T00:04:32+00:00
Wattam,16.35,14.72,Gamesplanet DE,2022-08-31T00:08:01+00:00
Flower,5.54,5.26,Gamesplanet DE,2022-08-31T00:08:01+00:00
Florence,4.86,4.62,Gamesplanet DE,2022-08-31T00:08:01+00:00
THE LAST BLADE 2,7.97,7.17,Gamesplanet UK,2022-08-29T22:06:33+00:00
Hot Brass,12.17,10.95,Gamesplanet DE,2022-08-29T22:06:28+00:00
Welcome to Elk,12.17,10.95,Gamesplanet DE,2022-08-22T23:06:16+00:00
Dawn of the Monsters,24.34,21.91,Gamesplanet FR,2022-08-22T22:09:10+00:00
The Evil Within 2,27.71,24.93,Gamesplanet UK,2022-08-15T09:07:51+00:00
RUN: The world in-between,7.97,7.17,Gamesplanet UK,2022-08-15T09:07:50+00:00
"Warhammer 40,000: Battlesector - Necrons (GOG)",12.17,10.95,Gamesplanet DE,2022-08-15T09:07:49+00:00
Prison Architect - Island Bound,7.97,7.17,Gamesplanet UK,2022-08-15T09:07:49+00:00
Northgard,26.37,23.74,Gamesplanet UK,2022-08-15T09:07:49+00:00
Farming Simulator 15 (Steam),11.41,10.27,Gamesplanet UK,2022-08-15T09:07:48+00:00
Age of Empires III: Definitive Edition - Mexico Civilization,4.42,3.98,Gamesplanet UK,2022-08-15T09:07:47+00:00
Age of Empires III: Definitive Edition - The African Royals,8.86,7.97,Gamesplanet UK,2022-08-15T09:07:47+00:00
Shadow Empire,33.11,29.8,Gamesplanet DE,2022-08-15T09:07:47+00:00
Before I Forget,6.42,5.78,Gamesplanet DE,2022-08-15T09:07:44+00:00
Broforce,14.99,12.49,WinGameStore,2022-08-10T21:01:23+00:00
Valor & Victory,16.35,14.72,Gamesplanet DE,2022-07-01T16:07:15+00:00
Life is Strange 2 - Episodes 2-5 bundle,32.99,19.79,GamersGate,2022-06-30T23:01:49+00:00
Killing Floor: Incursion,19.99,3.65,eTail.Market,2022-06-16T12:11:37+00:00
DEATHRUN TV,12.17,10.95,Gamesplanet DE,2022-06-08T13:05:41+00:00
Monster Harvest,14.96,13.46,Gamesplanet UK,2022-05-02T09:40:03+00:00
Total War: WARHAMMER - Blood for The Blood God,2.76,2.48,Gamesplanet UK,2021-09-30T19:25:10+00:00
Scary Girl,6.81,0.77,Gamesplanet DE,2021-09-30T19:24:40+00:00
Deus Ex: Mankind Divided,29.21,16.55,Gamesplanet DE,2021-09-30T19:23:54+00:00
Strike Suit Zero Director's Cut,19.99,15.99,GAMESLOAD,2020-07-03T14:37:24+00:00
"Warhammer 40,000 : Dawn of War II - Ridiculously Bloody Blood Pack DLC",1.99,0.57,Gamebillet,2022-10-08T23:04:23+00:00
PumPum,3.99,3.19,Steam,2022-10-08T17:44:47+00:00
The Seven Years War (1756-1763),19.99,14.69,Fanatical,2022-10-08T09:01:56+00:00
War for the Overworld - My Pet Dungeon DLC,7.99,6.28,Fanatical,2022-10-08T09:01:54+00:00
Lonely Mountains: Downhill - Eldfjall Island,5.99,2.99,Humble Store,2022-10-07T18:11:38+00:00
Kombat Pack 2,19.99,3.99,Steam,2022-10-07T17:47:51+00:00
Extreme Exorcism,5.99,1.19,Steam,2022-10-07T17:42:34+00:00
Mortal Kombat 11 Frost,5.99,2.99,Steam,2022-10-07T17:34:16+00:00
Fallout 3 : The Pitt,4.99,1.56,Voidu,2022-10-07T17:01:02+00:00
Far Cry New Dawn Ultimate Bundle,119.95,20.15,Green Man Gaming,2022-10-07T16:09:37+00:00
Zeepkist,11.99,10.43,Steam,2022-10-07T15:42:55+00:00
Iwaihime - Extra Chapter: Musubihime,7.99,3.19,Steam,2022-10-07T01:39:47+00:00
Necromunda: Hired Gun,39.99,19.99,Fanatical,2022-10-06T23:02:50+00:00
Ticket to Ride,9.99,4.29,Fanatical,2022-10-06T23:02:50+00:00
The Walking Dead: A New Frontier,14.99,5.99,Steam,2022-10-06T17:53:41+00:00
"Warhammer 40,000: Dawn of War II - Ultramarines Pack",6.99,1.74,Steam,2022-10-06T17:52:54+00:00
Offworld Trading Company - Real Mars Map Pack DLC,2.99,1.64,Steam,2022-10-06T17:52:33+00:00
Offworld Trading Company - Conspicuous Consumption DLC,2.99,1.64,Steam,2022-10-06T17:47:31+00:00
Offworld Trading Company - Scenario Toolkit DLC,2.99,1.64,Steam,2022-10-06T17:46:51+00:00
Battle Chef Brigade Deluxe,19.99,3.99,Steam,2022-10-06T17:46:36+00:00
Sonic and All-Stars Racing Transformed: Ryo Hazuki,19.99,4.99,Steam,2022-10-06T17:44:54+00:00
HUMANKIND - Original Soundtrack,9.0,4.5,Steam,2022-10-06T17:42:47+00:00
"HUMANKIND - Music for the Ages, Vol. I",4.0,2.0,Steam,2022-10-06T17:42:47+00:00
HUMANKIND - Digital Deluxe Upgrade,10.0,5.0,Steam,2022-10-06T17:41:35+00:00
Sonic and All-Stars Racing Transformed: Metal Sonic & Outrun DLC,19.99,4.99,Steam,2022-10-06T17:37:55+00:00
Galactic Civilizations III,39.99,12.79,Steam,2022-10-06T17:37:55+00:00
Victory At Sea Pacific,39.99,9.99,Steam,2022-10-06T17:36:34+00:00
Aliens vs. Predator Swarm Map Pack,7.49,1.49,Steam,2022-10-06T17:34:31+00:00
Aliens vs Predator Bughunt Map Pack,7.49,1.49,Steam,2022-10-06T17:34:31+00:00
"Warhammer 40,000: Dawn of War - Master Collection",33.25,4.26,Gamesplanet UK,2022-10-06T17:09:58+00:00
Coloring Game: Girls,6.99,5.24,Steam,2022-10-06T16:37:38+00:00
Hellsinker. Soundtrack Edition,19.98,10.78,Steam,2022-10-06T15:50:27+00:00
ROCKETRON,5.99,2.99,Steam,2022-10-06T15:44:07+00:00
Batman: Arkham Collection,59.99,6.74,Allyouplay,2022-10-06T15:12:49+00:00
Dawn of the Mexica,11.99,7.79,Steam,2022-10-06T13:44:39+00:00
Yumeutsutsu Re:After,49.99,36.74,Fanatical,2022-10-06T09:03:12+00:00
Ion Fury,24.99,19.88,Fanatical,2022-10-06T09:03:12+00:00
Gurumin: A Monstrous Adventure,9.99,7.86,Fanatical,2022-10-06T09:03:12+00:00
Black Widow: Recharged,9.99,7.34,Fanatical,2022-10-06T09:03:11+00:00
Plebby Quest: The Promised Land,9.99,5.99,Steam,2022-10-06T05:37:40+00:00
Zombie Rollerz: Pinball Heroes,14.99,5.57,GamersGate,2022-10-05T23:02:43+00:00
VELONE,16.99,6.31,GamersGate,2022-10-05T23:02:43+00:00
Nickelodeon All-Star Brawl,49.99,12.74,GamersGate,2022-10-05T23:02:43+00:00
Iratus - Supporter Pack,9.99,2.78,GamersGate,2022-10-05T23:02:43+00:00
Gentlemen!,4.99,0.93,GamersGate,2022-10-05T23:02:43+00:00
Deponia 2: Chaos on Deponia,19.99,1.85,GamersGate,2022-10-05T23:02:43+00:00
Bounty Train. Trainium Edition,14.99,1.39,GamersGate,2022-10-05T23:02:43+00:00
Blocks!: Julius Caesar,24.99,9.37,GamersGate,2022-10-05T23:02:43+00:00
Blackguards 2,9.99,0.92,GamersGate,2022-10-05T23:02:43+00:00
Gladiator Trainer,1.99,1.13,Steam,2022-10-05T17:49:18+00:00
The Ascent - Cyber Warrior Pack,4.99,3.74,Steam,2022-10-05T17:47:45+00:00
Nemesis: Distress,14.99,11.24,Steam,2022-10-05T12:37:25+00:00
Generation Zero - Soviet Weapons Pack,2.99,1.49,Nuuvem,2022-10-04T18:21:15+00:00
The Elder Scrolls IV: Oblivion Game of the Year Edition,14.99,3.74,Humble Store,2022-10-04T18:19:13+00:00
Have a N.I.C.E day!,9.99,2.49,Steam,2022-10-04T17:46:56+00:00
Timeless Paradox VR,19.99,12.99,Steam,2022-10-04T17:41:41+00:00
Going Under - Soundtrack,7.99,3.67,Fanatical,2022-10-04T15:03:30+00:00
Worms World Party Remastered,14.99,2.69,Fanatical,2022-10-04T15:03:30+00:00
Worms Revolution Gold Edition,24.99,4.49,Fanatical,2022-10-04T15:03:30+00:00
"Blasphemous - ""Alloy of Sin"" Character Skin",1.99,1.33,Fanatical,2022-10-04T15:03:30+00:00
RESTLESS SOUL,14.99,9.74,Indie Gala Store,2022-10-04T14:03:48+00:00
Human: Fall Flat,19.99,5.16,Gamebillet,2022-10-04T10:02:47+00:00
10 Second Ninja X,9.99,0.86,Gamebillet,2022-10-04T10:02:47+00:00
Strategic Mind: Spectre of Communism,29.99,23.89,Fanatical,2022-10-04T09:02:57+00:00
Stormhill Mystery,6.99,2.44,Indie Gala Store,2022-10-04T08:03:22+00:00
Ultra Street Fighter IV,29.99,7.5,Dreamgame,2022-10-04T01:14:22+00:00
Donut County,11.19,10.07,Gamesplanet DE,2022-10-04T00:10:14+00:00
Quell Memento,3.99,0.36,Allyouplay,2022-10-03T22:12:57+00:00
Idol Hands,4.99,0.45,Allyouplay,2022-10-03T22:12:57+00:00
Airships: Conquer the Skies Soundtrack Edition,34.98,22.38,Steam,2022-10-03T18:15:07+00:00
Curved Space Game and Soundtrack Bundle,25.98,5.18,Steam,2022-10-03T18:13:27+00:00
Chicken Assassin: Reloaded,4.99,1.24,Humble Store,2022-10-03T18:11:48+00:00
Keep in Mind: Remastered,1.99,0.79,Humble Store,2022-10-03T18:11:48+00:00
Caapora Adventure - Ojibe's Revenge,4.99,3.49,Steam,2022-10-03T18:04:49+00:00
Next 4,0.99,0.59,Steam,2022-10-03T18:04:39+00:00
RoboSkate,6.99,1.74,Steam,2022-10-03T18:04:32+00:00
Lethal Lawns: Competitive Mowing Bloodsport,4.99,2.99,Steam,2022-10-03T18:04:12+00:00
Lost Grimoires: Stolen Kingdom,9.99,0.99,Steam,2022-10-03T18:03:40+00:00
Dungeon Rats,4.99,1.24,Steam,2022-10-03T18:03:40+00:00
Mosaics Galore,4.99,0.49,Steam,2022-10-03T18:02:45+00:00
Arkshot,4.99,0.74,Steam,2022-10-03T18:02:10+00:00
My Furry Teacher 🐾,3.99,1.99,Steam,2022-10-03T18:01:50+00:00
College Seduction,9.99,6.59,Steam,2022-10-03T18:01:40+00:00
Sniper Ghost Warrior Contracts - STURM BODYGUARD 9 - gun,1.99,0.99,Steam,2022-10-03T17:59:36+00:00
Buissons,8.99,4.49,Steam,2022-10-03T17:59:12+00:00
Legends,7.99,3.19,Steam,2022-10-03T17:59:07+00:00
Power Punch II,6.99,2.79,Steam,2022-10-03T17:58:58+00:00
Urban Trial Playground,6.99,1.39,Steam,2022-10-03T17:58:31+00:00
Doodle Derby,5.99,1.19,Steam,2022-10-03T17:57:31+00:00
Girls,0.99,0.59,Steam,2022-10-03T17:57:31+00:00
Draw It! 2,1.99,0.59,Steam,2022-10-03T17:57:01+00:00
Furious Seas,19.99,13.99,Steam,2022-10-03T17:57:01+00:00
Black Jack Story,0.99,0.69,Steam,2022-10-03T17:56:34+00:00
Project Pastorate,1.99,1.09,Steam,2022-10-03T17:56:16+00:00
Next 3,0.99,0.59,Steam,2022-10-03T17:56:16+00:00
CODE CRACKER 代码破译者,8.99,3.59,Steam,2022-10-03T17:56:16+00:00
Area 86,9.99,2.99,Steam,2022-10-03T17:56:16+00:00
Escapists 2 - Glorious Regime Prison,3.99,1.35,Steam,2022-10-03T17:54:44+00:00
Ragdoll Kanojo,9.99,6.49,Steam,2022-10-03T17:54:28+00:00
Everything OST,6.99,1.74,Steam,2022-10-03T17:53:51+00:00
BlazBlue: Continuum Shift Extend,19.99,2.99,Steam,2022-10-03T17:51:34+00:00
Killer is Dead - Nightmare Edition,19.99,2.99,Steam,2022-10-03T17:51:21+00:00
Farm Kitten - Puzzle Pipes,1.99,1.19,Steam,2022-10-03T17:49:01+00:00
PC Building Simulator - Fractal Design Workshop,5.99,4.49,Steam,2022-10-03T17:47:18+00:00
Project Blue Book: Hidden Mysteries,6.99,4.54,Steam,2022-10-03T17:45:51+00:00
Wild Journey,2.99,0.74,Steam,2022-10-03T17:45:46+00:00
Motor Mash,9.99,3.99,Steam,2022-10-03T17:44:51+00:00
Zup! Z,1.99,1.29,Steam,2022-10-03T17:44:14+00:00
Neon Chrome,14.99,3.44,Steam,2022-10-03T17:43:43+00:00
PBA Basketball Slam: Arcade Edition,4.99,2.99,Steam,2022-10-03T17:42:29+00:00
Aethernaut,16.99,12.74,Steam,2022-10-03T17:42:03+00:00
MiniTracks,4.99,3.49,Steam,2022-10-03T17:41:20+00:00
Unearthing Mars VR,14.99,5.99,Steam,2022-10-03T17:40:48+00:00
Hentai Clouds,0.99,0.59,Steam,2022-10-03T17:37:57+00:00
Skautfold: Moonless Knight,7.99,1.99,Steam,2022-10-03T17:37:25+00:00
Radical Rex,6.99,2.79,Steam,2022-10-03T17:37:25+00:00
The Elder Scrolls Online Collection: High Isle,59.99,23.28,Voidu,2022-10-03T17:01:31+00:00
Expeditions: Viking - Soundtrack and Art Book,9.99,2.49,Epic Games Store,2022-10-03T15:18:06+00:00
American Conquest: Fight Back,4.99,1.1,GamersGate,2022-10-03T15:02:38+00:00
Tom Clancy's Rainbow Six Siege Deluxe Edition,29.99,26.36,JoyBuggy,2022-10-03T13:22:11+00:00
Mutant Year Zero: Seed of Evil,14.99,8.99,Gog.com,2022-10-03T13:08:58+00:00
The Darkside Detective,12.99,4.15,Gog.com,2022-10-03T13:08:58+00:00
"Warhammer 40,000: Gladius - Specialist Pack",5.54,4.99,Gamesplanet DE,2022-10-03T09:09:53+00:00
"Warhammer 40,000: Gladius - Adeptus Mechanicus (GOG)",12.17,10.95,Gamesplanet DE,2022-10-03T08:10:02+00:00
LEGO Harry Potter: Years 1-4,19.99,4.47,Gamebillet,2022-10-03T07:02:16+00:00
Lords and Villeins,24.99,16.48,Voidu,2022-10-03T02:01:33+00:00
Conglomerate 451,19.99,2.46,Voidu,2022-10-03T02:01:33+00:00
Ancestors Legacy - Complete Edition,45.99,6.55,Voidu,2022-10-03T02:01:33+00:00
Untamed Life Of A Cougar,14.99,1.68,GamersGate,2022-10-02T23:03:04+00:00
Clad in Iron: Philippines 1898,24.99,3.74,GamersGate,2022-10-02T23:03:03+00:00
Clad in Iron: Gulf of Mexico 1864,24.99,3.74,GamersGate,2022-10-02T23:03:03+00:00
The Tomorrow War,2.99,0.5,GamersGate,2022-10-02T23:03:03+00:00
Stronghold 3 Gold,29.99,6.67,GamersGate,2022-10-02T23:03:03+00:00
Stalingrad,4.99,0.84,GamersGate,2022-10-02T23:03:03+00:00
Princess Isabella A Witch's Curse,4.99,0.55,GamersGate,2022-10-02T23:03:03+00:00
Mashed,4.99,0.74,GamersGate,2022-10-02T23:03:03+00:00
Dying Light - White Death Bundle,2.99,1.34,GamersGate,2022-10-02T23:03:03+00:00
Dimensity,9.99,0.74,GamersGate,2022-10-02T23:03:03+00:00
Ankh 2: Heart of Osiris,4.99,0.74,GamersGate,2022-10-02T23:03:03+00:00
Homeworld Remastered Collection,34.99,3.15,Allyouplay,2022-10-02T22:12:02+00:00
Angry Birds VR: Isle of Pigs,14.99,13.49,Fanatical,2022-10-02T09:01:30+00:00
Wind Child,5.99,0.53,Humble Store,2022-10-01T18:12:19+00:00
A Plunge into Darkness,5.99,0.53,Humble Store,2022-10-01T18:12:19+00:00
You... and who else,6.99,0.55,Humble Store,2022-10-01T18:12:19+00:00
Fantasy Heroes,4.99,0.59,Humble Store,2022-10-01T18:12:19+00:00
Moonchild,9.99,0.59,Humble Store,2022-10-01T18:12:19+00:00
The King's Heroes,9.99,0.59,Humble Store,2022-10-01T18:12:19+00:00
Task Force,9.99,6.99,Steam,2022-10-01T17:40:59+00:00
Crusader Kings III: Northern Lords,6.99,4.98,Gamebillet,2022-10-01T11:01:54+00:00
Beyond a Steel Sky,34.99,26.09,Gamebillet,2022-10-01T11:01:54+00:00
To The Rescue!,19.99,15.89,Fanatical,2022-10-01T09:01:58+00:00
Mission Critical,6.99,5.13,Fanatical,2022-10-01T09:01:57+00:00
Battle Engine Aquila,9.99,7.34,Fanatical,2022-10-01T09:01:56+00:00
Cyclemania,4.99,3.66,Fanatical,2022-10-01T09:01:56+00:00
Planet Zoo: North America Animal Pack,8.86,7.97,Gamesplanet UK,2022-10-01T00:12:19+00:00
Blood Harvest 3,19.99,1.99,Steam,2022-09-30T17:37:07+00:00
Gachi Heroes 2: Flexboll,0.99,0.49,Steam,2022-09-30T17:36:11+00:00
Barrage Musical ~ Basic Danmaku Tutorial ~ / 弹幕音乐绘 ~ 基础教学篇 ~,1.99,1.19,Steam,2022-09-30T17:35:50+00:00
Super Arcade Racing,12.99,5.19,Steam,2022-09-30T17:35:48+00:00
NEON SPEED,6.99,4.19,Steam,2022-09-30T17:33:22+00:00
见习侦探,3.99,2.35,Steam,2022-09-30T17:32:32+00:00
Hunt: Showdown - Ronin,6.99,4.19,Steam,2022-09-30T17:31:20+00:00
"Capcom Arcade Stadium Packs 1, 2, and 3 [Online Game Code]",40.6,17.99,Newegg,2022-09-30T06:04:31+00:00
SCARF - PC [Online Game Code],14.99,7.89,Newegg,2022-09-29T22:03:14+00:00
One Hand Clapping - PC [Online Game Code],14.99,8.49,Newegg,2022-09-29T22:03:14+00:00
Pile Up! Box by Box [Online Game Code],14.99,7.89,Newegg,2022-09-29T22:03:14+00:00
State of War : Warmonger / 蓝色警戒 (Classic 2000),9.99,7.49,Steam,2022-09-29T19:38:39+00:00
Assassin's Creed Rogue - Time Saver: Activities Pack,0.99,0.65,Steam,2022-09-29T17:49:11+00:00
Assassin's Creed Rogue - Time Saver: Collectibles Pack,0.99,0.65,Steam,2022-09-29T17:49:11+00:00
Assassin's Creed IV Black Flag - Season Pass,39.99,11.99,Steam,2022-09-29T17:48:46+00:00
Pink Explorer,1.99,1.29,Steam,2022-09-29T17:33:50+00:00
Kalinur,1.99,1.19,Steam,2022-09-29T17:33:50+00:00
UNO Fenyx's Quest,4.99,2.69,Ubisoft Store,2022-09-29T15:05:45+00:00
Champions of Anteria,29.99,5.4,Ubisoft Store,2022-09-29T15:05:45+00:00
Planescape: Torment: Enhanced Edition,19.99,5.99,Gog.com,2022-09-29T14:08:23+00:00
Quest for Glory 1-5,9.99,6.49,Gog.com,2022-09-29T14:08:23+00:00
One More Island,19.99,15.99,Fanatical,2022-09-29T09:03:16+00:00
Seven Days,39.99,31.88,Fanatical,2022-09-29T09:03:16+00:00
LUNAR LICH/月球巫妖,2.99,1.94,Steam,2022-09-28T17:36:50+00:00
记得我,2.99,1.94,Steam,2022-09-28T17:36:30+00:00
Stellaris: Apocalypse,19.99,11.99,Gamebillet,2022-09-28T00:03:11+00:00
Minute of Islands - Digital Collector's Edition,27.97,15.28,Steam,2022-09-27T17:53:16+00:00
Card Creator,39.99,35.99,Fanatical,2022-09-27T09:02:25+00:00
Surviving Mars: Future Contemporary Cosmetic Pack,4.99,2.99,WinGameStore,2022-09-27T08:02:27+00:00
Stellaris: Leviathans Story Pack,9.99,5.49,WinGameStore,2022-09-27T08:02:27+00:00
Samurai Warriors 5 Digital Deluxe Edition,88.68,79.81,Gamesplanet UK,2022-09-27T00:07:46+00:00
Warlock 2: The Exiled Re-Launch,19.47,3.89,Gamesplanet DE,2022-09-26T22:06:14+00:00
Psychocat: The Answer,0.99,0.59,Steam,2022-09-26T17:54:12+00:00
My Furry Neighbour 🐾,3.99,2.39,Steam,2022-09-26T17:42:05+00:00
Europa Universalis IV: Lions of the North,11.56,11.33,Voidu,2022-09-26T17:01:29+00:00
Farming Simulator 22 Platinum Edition Pre-Order - Steam Version,25.73,25.22,Voidu,2022-09-26T17:01:29+00:00
扫雷冒险谭2 ~露露姆的冒险~,9.99,5.99,Steam,2022-09-26T01:34:43+00:00
SpaceNET - A Space Adventure,11.99,6.59,Steam,2022-09-25T17:30:22+00:00
Grow: Song of the Evertree,24.99,19.87,Gamebillet,2022-09-23T00:02:46+00:00
DYNASTY WARRIORS 9 Empires,59.99,52.19,Fanatical,2022-09-21T12:06:43+00:00
Tales of Vesperia: Definitive Edition,38.79,32.97,Gamesplanet UK,2022-09-19T08:08:27+00:00
Panzer Corps 2,33.11,28.14,Gamesplanet DE,2022-09-19T08:08:20+00:00
8-Bit Hordes,14.99,13.39,Fanatical,2022-09-18T09:02:32+00:00
To the Moon,9.99,7.89,Fanatical,2022-09-14T09:02:07+00:00
Hunting Unlimited 2011,9.99,7.34,Fanatical,2022-09-14T09:02:06+00:00
This Grand Life,11.99,9.49,Fanatical,2022-09-13T09:03:54+00:00
Cities: Skylines - Mass Transit,12.99,8.48,Gamebillet,2022-09-13T00:04:58+00:00
Cities: Skylines - Industries,14.99,9.98,Gamebillet,2022-09-13T00:04:58+00:00
Cities: Skylines - Green Cities,12.99,7.98,Gamebillet,2022-09-13T00:04:58+00:00
SD Gundam G Generation Cross Rays,44.33,39.9,Gamesplanet UK,2022-09-12T08:06:06+00:00
Doraemon Story of Seasons,38.79,32.97,Gamesplanet UK,2022-09-12T08:06:06+00:00
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,27.71,23.55,Gamesplanet UK,2022-09-12T08:06:06+00:00
Shenmue III Story Quest Pack,3.99,1.79,Fanatical,2022-09-11T23:03:46+00:00
Shenmue III Big Merry Cruise,2.99,1.34,Fanatical,2022-09-11T23:03:46+00:00
Evil Genius 2: World Domination Deluxe Edition,59.99,46.79,Fanatical,2022-09-10T09:02:32+00:00
Bottom of the 9th,0.99,0.72,Fanatical,2022-09-10T09:02:32+00:00
Tom Clancy's Rainbow Six Siege Deluxe Edition,29.99,26.69,Gamebillet,2022-09-10T00:02:54+00:00
Scathe,24.99,22.49,Fanatical,2022-09-08T09:02:53+00:00
Omensight,19.99,17.88,Fanatical,2022-09-08T09:02:53+00:00
Saints Row Platinum Edition,99.99,91.99,Fanatical,2022-09-07T09:03:32+00:00
Sifu - Deluxe Edition,44.33,39.9,Gamesplanet UK,2022-09-06T15:09:13+00:00
XenoShyft Deluxe Edition,12.99,10.39,Fanatical,2022-09-06T15:05:25+00:00
Youtubers Life,24.99,18.36,Fanatical,2022-09-06T15:05:25+00:00
Shanghai Office Simulator,12.99,10.28,Fanatical,2022-09-06T15:05:23+00:00
RiME,29.99,23.89,Fanatical,2022-09-06T15:05:23+00:00
Real Boxing,4.99,3.89,Fanatical,2022-09-06T15:05:23+00:00
Momento Temporis: Light from the Deep,4.99,3.66,Fanatical,2022-09-06T15:05:21+00:00
Finding the Soul Orb,5.99,4.4,Fanatical,2022-09-06T15:05:20+00:00
Buddy Simulator 1984,9.99,7.34,Fanatical,2022-09-06T15:05:18+00:00
Bottle,0.99,0.72,Fanatical,2022-09-06T15:05:18+00:00
Barony,14.99,13.49,Fanatical,2022-09-06T15:05:18+00:00
Unhack:Destruction DLC,0.99,0.72,Fanatical,2022-09-06T15:05:18+00:00
The Riftbreaker: Metal Terror,9.99,8.89,Fanatical,2022-09-06T15:05:17+00:00
The Ascent - Cybersec Pack,4.99,3.74,Fanatical,2022-09-06T15:05:17+00:00
Biped,12.17,10.95,Gamesplanet DE,2022-08-29T00:09:42+00:00
Wolfenstein: Cyberpilot,16.62,14.96,Gamesplanet UK,2022-08-15T09:07:52+00:00
Rogue Lords: Blood Moon Edition,25.14,22.63,Gamesplanet UK,2022-08-15T09:07:50+00:00
Quake II,4.42,3.98,Gamesplanet UK,2022-08-15T09:07:50+00:00
RAGE,8.86,7.97,Gamesplanet UK,2022-08-15T09:07:50+00:00
"Warhammer 40,000: Gladius - Escalation Pack",5.54,4.99,Gamesplanet DE,2022-08-15T09:07:49+00:00
Letters - a written adventure,12.63,11.36,Gamesplanet UK,2022-08-15T09:07:49+00:00
Heck Deck,3.2,3.05,Gamesplanet UK,2022-08-15T09:07:49+00:00
looK INside - Chapter 1,6.42,5.78,Gamesplanet UK,2022-08-15T09:07:49+00:00
Heave Ho,7.97,7.17,Gamesplanet UK,2022-08-15T09:07:49+00:00
Nanotale - Typing Chronicles,14.99,12.99,WinGameStore,2022-07-19T07:22:13+00:00
