game_name,original_price,new_price,platform,price_start_date
Harvest Moon: One World,49.99,42.49,Fanatical,2022-09-06T15:05:20+00:00
Evil Defenders,4.99,4.49,Fanatical,2022-09-06T15:05:20+00:00
Sherlock Holmes Chapter One - Deluxe Edition,57.64,51.87,Gamesplanet UK,2022-08-15T09:07:50+00:00
Age of Empires II: Definitive Edition - Lords of the West,8.86,7.97,Gamesplanet UK,2022-08-15T09:07:47+00:00
Age of Empires III: Definitive Edition,16.62,14.96,Gamesplanet UK,2022-08-15T09:07:47+00:00
Happy's Humble Burger Farm,16.35,14.72,Gamesplanet DE,2022-08-15T09:07:45+00:00
Heavy Rain,17.73,15.95,Gamesplanet UK,2022-07-25T00:06:00+00:00
Atelier Sophie 2: The Alchemist of the Mysterious Dream Digital Deluxe Edition,60.96,54.87,Gamesplanet UK,2022-07-09T00:21:37+00:00
Total War : Shogun 2 - Blood Pack DLC,2.99,2.36,Gamebillet,2022-06-30T23:01:06+00:00
Total War: WARHAMMER III - Ogre Kingdoms,11.99,7.73,Gamebillet,2022-10-08T23:04:23+00:00
X-Team,4.99,2.49,Steam,2022-10-08T17:38:27+00:00
"Cook, Serve, Delicious! 3?! Soundtrack",9.99,3.39,Steam,2022-10-08T17:34:26+00:00
The House of Da Vinci 2,19.99,14.69,Fanatical,2022-10-08T09:01:56+00:00
No Straight Roads: Encore Edition,24.99,19.88,Fanatical,2022-10-08T09:01:55+00:00
Clustertruck,14.99,3.74,Humble Store,2022-10-07T18:11:38+00:00
Car Mechanic Simulator 2014,6.99,0.69,Humble Store,2022-10-07T18:11:38+00:00
Far Cry 3: Blood Dragon,14.99,3.78,Green Man Gaming,2022-10-07T16:09:37+00:00
Automobilista 2,39.99,11.99,Nuuvem,2022-10-07T15:08:19+00:00
Neighbours Back From Hell,14.99,8.99,Green Man Gaming,2022-10-07T09:09:01+00:00
Khet 2.0,9.99,7.34,Fanatical,2022-10-07T09:04:28+00:00
HUMANKIND Cultures of Latin America,8.99,5.74,Gamebillet,2022-10-07T08:03:25+00:00
Insurgency: Sandstorm - Gold Edition,69.99,41.99,Fanatical,2022-10-06T23:02:50+00:00
R.A.W. Realms of Ancient War,4.99,1.14,Fanatical,2022-10-06T23:02:50+00:00
Final Exam,4.99,1.79,Fanatical,2022-10-06T23:02:50+00:00
Bound By Flame,6.99,1.6,Fanatical,2022-10-06T23:02:50+00:00
Groupy,9.99,7.49,Steam,2022-10-06T17:49:35+00:00
Ashes of the Singularity: Escalation - Secret Missions DLC,5.99,2.99,Steam,2022-10-06T17:48:13+00:00
Galactic Civilizations III - Altarian Prophecy DLC,4.99,2.49,Steam,2022-10-06T17:46:58+00:00
Galactic Civilizations III - Lost Treasures DLC,4.99,2.49,Steam,2022-10-06T17:46:58+00:00
Galactic Civilizations III - Rise of the Terrans DLC,4.99,2.49,Steam,2022-10-06T17:46:51+00:00
ENDLESS Legend - Echoes of Auriga,2.99,0.74,Steam,2022-10-06T17:46:09+00:00
Star Control I and II,3.99,1.99,Steam,2022-10-06T17:45:45+00:00
Galactic Civilizations III - Precursor Worlds DLC,4.99,2.49,Steam,2022-10-06T17:38:28+00:00
放置勇者：远征/Idle Heroes:Odyssey,9.99,2.99,Steam,2022-10-06T17:37:04+00:00
Total War: SHOGUN 2 - Dragon War Battle Pack,5.99,1.49,Steam,2022-10-06T17:35:50+00:00
Total War: SHOGUN 2: Saints and Heroes Unit Pack,2.99,0.74,Steam,2022-10-06T17:35:50+00:00
Company of Heroes 2: Ardennes Assault,16.62,3.74,Gamesplanet UK,2022-10-06T17:09:58+00:00
ZANGEKI WARP,5.99,2.99,Steam,2022-10-06T15:44:49+00:00
ARMED SEVEN,4.99,2.49,Steam,2022-10-06T15:40:58+00:00
LEGO DC Super-Villains Deluxe Edition,54.99,6.18,Allyouplay,2022-10-06T15:12:49+00:00
Crimzon Clover World EXplosion,19.99,17.88,Fanatical,2022-10-06T09:03:11+00:00
The Ship: Remasted,9.99,1.87,GamersGate,2022-10-05T23:02:43+00:00
Street Outlaws 2: Winner Takes All,49.99,8.49,GamersGate,2022-10-05T23:02:43+00:00
State of Mind,19.99,1.85,GamersGate,2022-10-05T23:02:43+00:00
Intruders: Hide and Seek,19.99,1.85,GamersGate,2022-10-05T23:02:43+00:00
The Ascent - Cyber Heist,9.99,7.49,Steam,2022-10-05T17:47:45+00:00
Double Elf Fantasy,9.99,4.99,Steam,2022-10-05T17:47:05+00:00
West of Loathing: Reckonin' at Gun Manor,4.99,2.49,Steam,2022-10-05T17:46:43+00:00
"Mireille and Amrita, the Forest of Illusions",19.99,7.99,Steam,2022-10-05T17:42:14+00:00
Maken-shi Sara,14.99,5.99,Steam,2022-10-05T17:42:02+00:00
Metempsychosis,14.99,5.99,Steam,2022-10-05T17:41:37+00:00
KNIGHT SLAVE -The Dark Valkyrie of Depravity-,13.99,5.59,Steam,2022-10-05T17:40:35+00:00
Moon Tycoon,9.99,4.99,Steam,2022-10-05T16:41:22+00:00
Stellar Commanders,8.99,4.49,Steam,2022-10-05T12:43:08+00:00
Watch Dogs: Legion Gold Edition,99.99,29.04,Gamebillet,2022-10-05T11:04:12+00:00
WATCH_DOGS 2 - Season Pass,39.99,7.04,Gamebillet,2022-10-05T11:04:12+00:00
Tom Clancy's The Division - Season Pass,39.99,4.4,Gamebillet,2022-10-05T11:04:12+00:00
Tom Clancy's Ghost Recon Wildlands Year 2 Pass,29.99,7.92,Gamebillet,2022-10-05T11:04:12+00:00
Tom Clancy's Ghost Recon Wildlands - Season Pass Year 1,39.99,10.56,Gamebillet,2022-10-05T11:04:12+00:00
Tom Clancy's Ghost Recon Breakpoint - Gold Edition,99.99,22.0,Gamebillet,2022-10-05T11:04:12+00:00
South Park: The Fractured but Whole - Season Pass,29.99,6.6,Gamebillet,2022-10-05T11:04:12+00:00
theHunter: Call of the Wild - Yukon Valley,7.99,2.63,Nuuvem,2022-10-04T18:21:15+00:00
theHunter: Call of the Wild - Smoking Barrels Weapon Pack,3.99,1.47,Nuuvem,2022-10-04T18:21:15+00:00
theHunter: Call of the Wild - Mississippi Acres Preserve,7.99,5.19,Nuuvem,2022-10-04T18:21:15+00:00
theHunter: Call of the Wild - Medved-Taiga,7.99,2.39,Nuuvem,2022-10-04T18:21:15+00:00
theHunter: Call of the Wild - Cuatro Colinas Game Reserve,7.99,2.63,Nuuvem,2022-10-04T18:21:15+00:00
Fallout 3 - Soundtrack,11.99,5.99,Steam,2022-10-04T17:49:25+00:00
Rogue Heroes: Ruins of Tasos - Bomber Class Pack,1.99,0.91,Fanatical,2022-10-04T15:03:30+00:00
Worms Reloaded,19.99,3.59,Fanatical,2022-10-04T15:03:30+00:00
Lost Numbers,5.99,2.99,Indie Gala Store,2022-10-04T14:03:48+00:00
Velocity Ultra,9.99,0.86,Gamebillet,2022-10-04T10:02:47+00:00
Strategic Mind: The Pacific,29.99,23.89,Fanatical,2022-10-04T09:02:57+00:00
The Blade of Galadriel Story Expansion,14.99,3.74,Microsoft Store,2022-10-04T01:40:41+00:00
Resident Evil 7 biohazard - Banned Footage Vol.2,14.99,6.0,Dreamgame,2022-10-04T01:14:22+00:00
Lulu & Ennoi - Sacred Suit Girls ( Game + Original Music),12.98,4.22,Steam,2022-10-03T18:12:12+00:00
Towertale + Soundtrack DLC Bundle,14.98,4.78,Steam,2022-10-03T18:11:57+00:00
Unsighted,19.99,13.99,Humble Store,2022-10-03T18:11:48+00:00
Sniper Ghost Warrior Contracts Digital Deluxe Edition,39.99,11.99,Steam,2022-10-03T18:10:44+00:00
ONE PIECE WORLD SEEKER Deluxe Edition,89.99,13.49,Steam,2022-10-03T18:08:26+00:00
Lust Vessel,14.99,7.49,Steam,2022-10-03T18:04:44+00:00
Zup! 3,1.99,1.09,Steam,2022-10-03T18:02:51+00:00
Sniper Ghost Warrior Contracts - SV - AMUR - sniper rifle,1.99,0.99,Steam,2022-10-03T17:59:36+00:00
Sniper Ghost Warrior Contracts - Steam Mist Weapon Skin,1.99,0.99,Steam,2022-10-03T17:59:36+00:00
Handball 21,39.99,13.99,Steam,2022-10-03T17:57:09+00:00
The Chronicles of Quiver Dick,2.99,1.49,Steam,2022-10-03T17:56:38+00:00
Sherlock Holmes: The Devil's Daughter Costume Pack,2.99,1.49,Steam,2022-10-03T17:53:38+00:00
CounterAttack,14.99,7.49,Steam,2022-10-03T17:53:38+00:00
Airships: Conquer the Skies,24.99,19.99,Steam,2022-10-03T17:52:18+00:00
One Piece Pirate Warriors 3,51.98,7.79,Steam,2022-10-03T17:51:59+00:00
Peculiar Tales of Mid-Lake Pavilion,8.99,3.59,Steam,2022-10-03T17:49:50+00:00
SOKOBOT,13.99,6.29,Steam,2022-10-03T17:48:51+00:00
Suhoshin,18.99,12.72,Steam,2022-10-03T17:47:38+00:00
Super Retro Fighter,11.99,7.19,Steam,2022-10-03T17:46:16+00:00
God Girl,1.99,0.79,Steam,2022-10-03T17:45:39+00:00
Silicon Dreams | cyberpunk interrogation,14.99,11.24,Steam,2022-10-03T17:45:11+00:00
Goddess of Hentai,0.99,0.49,Steam,2022-10-03T17:44:46+00:00
Sniper Ghost Warrior Contracts - World Flags Skin Pack,7.99,3.99,Steam,2022-10-03T17:44:43+00:00
Breaking Gates,6.99,2.44,Steam,2022-10-03T17:44:37+00:00
My Cute Fuhrer,1.99,0.79,Steam,2022-10-03T17:44:05+00:00
Saints Row: The Third - Bloodsucker Pack,1.99,0.99,Steam,2022-10-03T17:43:48+00:00
Little Nightmares,19.99,4.99,Steam,2022-10-03T17:43:43+00:00
Cute Honey 2,1.99,1.59,Steam,2022-10-03T17:42:33+00:00
GrappleWell,6.99,2.09,Steam,2022-10-03T17:42:33+00:00
Elisa: Seduce the Innkeeper,4.99,3.49,Steam,2022-10-03T17:41:15+00:00
Monsters' Den: Book of Dread,4.99,0.99,Steam,2022-10-03T17:40:53+00:00
Wildlife Park 2 - Crazy Zoo,3.99,2.79,Steam,2022-10-03T17:40:12+00:00
Escape Lala 2 - Retro Point and Click Adventure,4.99,2.49,Steam,2022-10-03T17:39:16+00:00
Space Scavenger,12.99,6.49,Steam,2022-10-03T17:37:57+00:00
Tormented Souls,19.99,13.99,Fanatical,2022-10-03T16:03:45+00:00
Desperados III - Season Pass,12.99,6.49,Epic Games Store,2022-10-03T15:18:06+00:00
Cossacks II: Napoleonic Wars,4.99,1.1,GamersGate,2022-10-03T15:02:38+00:00
Cossacks II: Battle for Europe,4.99,1.1,GamersGate,2022-10-03T15:02:38+00:00
Cossacks: European Wars,4.99,1.1,GamersGate,2022-10-03T15:02:38+00:00
Cossacks: Art of War,4.99,1.1,GamersGate,2022-10-03T15:02:38+00:00
The Technomancer,9.99,1.99,Gog.com,2022-10-03T13:08:58+00:00
Mutazione,19.99,9.99,Gog.com,2022-10-03T13:08:58+00:00
ATOM RPG - Supporter Pack,4.99,2.49,Gog.com,2022-10-03T13:08:58+00:00
Dead In Vinland - Norse Side Stories,4.99,3.24,Gog.com,2022-10-03T13:08:58+00:00
Dead In Vinland - Endless Mode: Battle Of The Heodenings,4.99,3.24,Gog.com,2022-10-03T13:08:58+00:00
Gravel,29.99,2.39,Indie Gala Store,2022-10-03T10:02:54+00:00
Destiny 2: Lightfall + Annual Pass,99.99,78.29,Gamebillet,2022-10-03T08:05:18+00:00
Men of War: Assault Squad 2 - Gold Edition,39.99,5.93,Voidu,2022-10-03T02:01:33+00:00
BLACKHOLE,8.99,1.47,Voidu,2022-10-03T02:01:33+00:00
Tyler: Model 005,9.99,0.89,GamersGate,2022-10-02T23:03:03+00:00
Tank Warfare: Tunisia 1943,39.99,5.99,GamersGate,2022-10-02T23:03:03+00:00
Perimeter: Emperor's Testament,3.99,0.67,GamersGate,2022-10-02T23:03:03+00:00
NecroVision,4.99,0.84,GamersGate,2022-10-02T23:03:03+00:00
Men of War: Assault Squad 2 Deluxe Edition,34.99,5.94,GamersGate,2022-10-02T23:03:03+00:00
Men of War: Assault Squad 2 - Cold War,24.99,4.24,GamersGate,2022-10-02T23:03:03+00:00
King's Bounty: Dark Side Premium Edition Upgrade,1.99,0.42,GamersGate,2022-10-02T23:03:03+00:00
In Fear I Trust - Episode 1: Waking Up,3.99,0.67,GamersGate,2022-10-02T23:03:03+00:00
Disciples Sacred Lands Gold,7.99,1.19,GamersGate,2022-10-02T23:03:03+00:00
Disciples 2 Rise of the Elves,6.99,1.04,GamersGate,2022-10-02T23:03:03+00:00
Disciples 2 Gallean's Return,6.99,1.04,GamersGate,2022-10-02T23:03:03+00:00
Age of Fear 4: The Iron Killer,29.99,11.24,GamersGate,2022-10-02T23:03:03+00:00
Anno 1800 - Gold Edition Year 4,74.27,33.25,Gamesplanet UK,2022-10-02T22:09:30+00:00
Anno 2205 Ultimate Edition,46.55,10.71,Gamesplanet UK,2022-10-02T22:09:30+00:00
Heroes Of Might and Magic V: Gold Edition,18.84,4.42,Gamesplanet UK,2022-10-02T22:09:30+00:00
Undefeated,9.99,0.59,Humble Store,2022-10-01T18:12:19+00:00
Dream Cycle,19.99,15.49,Gamebillet,2022-10-01T11:01:54+00:00
Real Heroes: Firefighter HD,14.99,11.01,Fanatical,2022-10-01T09:01:57+00:00
DethKarz,6.99,5.13,Fanatical,2022-10-01T09:01:56+00:00
BloodRayne: Terminal Cut,14.99,11.01,Fanatical,2022-10-01T09:01:56+00:00
18 Wheels of Steel: Haulin',9.99,7.34,Fanatical,2022-10-01T09:01:56+00:00
Elite Dangerous: Odyssey,33.25,29.92,Gamesplanet UK,2022-10-01T00:12:19+00:00
Gachi Heroes,0.99,0.49,Steam,2022-09-30T17:35:25+00:00
WINDSHIFT,10.99,1.31,Steam,2022-09-30T17:35:08+00:00
Food Truck Simulator,19.99,16.39,Green Man Gaming,2022-09-30T15:31:07+00:00
HordeCore,6.11,5.99,Voidu,2022-09-30T02:02:39+00:00
Zombies on a Plane,4.99,0.45,Allyouplay,2022-09-29T22:10:34+00:00
Assassin's Creed Odyssey - Ultimate Edition,119.99,23.99,Steam,2022-09-29T18:02:26+00:00
Milk Bottle And Monster Girl,1.99,0.99,Steam,2022-09-29T17:56:00+00:00
Rampage Miami,0.99,0.49,Steam,2022-09-29T17:55:22+00:00
Hentai Space,0.99,0.49,Steam,2022-09-29T17:53:41+00:00
Hentai Temple,0.99,0.49,Steam,2022-09-29T17:53:11+00:00
Consummate:Missing World 寇莎梅特：困世迷情,0.99,0.49,Steam,2022-09-29T17:51:09+00:00
Milk Bottle And Monster Girl 2,1.99,0.99,Steam,2022-09-29T17:41:12+00:00
Girl Jigsaw 2,1.99,0.99,Steam,2022-09-29T17:39:09+00:00
WISH - Paradise High,1.99,1.59,Steam,2022-09-29T17:38:34+00:00
Sentimental K,24.99,12.49,Steam,2022-09-29T17:37:12+00:00
ANIME WAR - Modern Campaign,1.99,0.99,Steam,2022-09-29T17:36:47+00:00
Diablo Prime Evil Collection,59.99,29.99,Battle.net,2022-09-29T17:10:30+00:00
Tom Clancy's The Division 2 Warlords of New York Edition,59.99,16.2,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed IV Black Flag - Illustrious Pirates Pack DLC,6.99,2.52,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed IV Black Flag - Guild of Rogues DLC,2.99,1.08,Ubisoft Store,2022-09-29T15:05:45+00:00
Brothers In Arms: Road to Hill 30,9.99,3.6,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Origins - The Curse of the Pharaohs,19.99,7.2,Ubisoft Store,2022-09-29T15:05:45+00:00
Betrayal at Krondor Pack,5.99,3.89,Gog.com,2022-09-29T14:08:22+00:00
Princess&Blade,9.99,7.99,Steam,2022-09-29T10:38:22+00:00
Project Arrhythmia,11.99,10.79,Fanatical,2022-09-29T09:03:16+00:00
Hasbro's BATTLESHIP,9.99,7.34,Fanatical,2022-09-29T09:03:15+00:00
VR SUPER SPORTS,12.99,5.19,Steam,2022-09-27T17:46:57+00:00
FAR: Lone Sails,14.99,7.49,Steam,2022-09-27T17:33:48+00:00
Kawaii Girl 2,1.99,0.77,Steam,2022-09-27T10:33:58+00:00
Strategic Mind: Fight for Freedom,29.99,22.49,Fanatical,2022-09-27T09:02:27+00:00
Cities: Skylines - Content Creator Pack: Vehicles of the World,4.99,3.99,WinGameStore,2022-09-27T08:02:27+00:00
Surviving Mars: Below and Beyond,19.99,13.99,WinGameStore,2022-09-27T08:02:27+00:00
隐世神剑传,16.99,11.89,Steam,2022-09-26T17:47:21+00:00
Hatsumira -from the future undying-,39.99,35.99,Steam,2022-09-26T09:36:06+00:00
Rasetsu Fumaden,17.99,14.39,Steam,2022-09-26T01:40:04+00:00
Lust&Magic -Chisalla in a Flower Basket-,4.99,3.49,Steam,2022-09-26T01:36:03+00:00
Nursery Slime,13.99,9.79,Steam,2022-09-26T01:35:28+00:00
Assetto Corsa Competizione,39.99,31.17,Gamebillet,2022-09-23T00:02:46+00:00
Graveyard Keeper - Better Save Soul,7.75,6.97,Gamesplanet UK,2022-09-20T00:07:43+00:00
Wytchwood,16.35,14.72,Gamesplanet DE,2022-09-18T22:09:20+00:00
A-Train: All Aboard! Tourism,59.99,53.88,Fanatical,2022-09-18T09:02:32+00:00
Sniper Elite VR,29.99,23.89,Fanatical,2022-09-17T09:02:28+00:00
Cities: Skylines - Plazas & Promenades,14.99,10.99,WinGameStore,2022-09-16T17:00:31+00:00
Recipe for Disaster,16.99,13.49,Fanatical,2022-09-16T09:02:18+00:00
Way of the Hunter: Elite Edition,54.99,43.44,DLGamer.com,2022-09-15T11:14:24+00:00
Combat Mission Shock Force 2,48.69,43.82,Gamesplanet DE,2022-09-12T09:07:33+00:00
Deadlight: Director's Cut,11.99,2.15,Fanatical,2022-09-11T23:03:47+00:00
LARA CROFT AND THE TEMPLE OF OSIRIS,19.99,2.79,Fanatical,2022-09-11T23:03:47+00:00
Mighty No. 9 - Ray Expansion,2.0,1.96,Voidu,2022-09-05T13:01:12+00:00
Sherlock Holmes The Awakened Premium Edition,47.66,43.23,Gamesplanet UK,2022-09-05T10:09:39+00:00
Shenmue III,29.21,4.86,Gamesplanet DE,2022-09-05T08:07:59+00:00
American Truck Simulator - Colorado,11.99,10.07,Gamebillet,2022-09-02T00:04:32+00:00
The Unfinished Swan,12.17,10.95,Gamesplanet DE,2022-08-31T00:08:01+00:00
I am Dead,16.35,14.72,Gamesplanet DE,2022-08-31T00:08:01+00:00
Last Stop,20.44,18.4,Gamesplanet DE,2022-08-31T00:08:01+00:00
Super Bullet Break,18.84,16.01,Gamesplanet UK,2022-08-20T00:08:32+00:00
Rogue Lords,21.61,19.45,Gamesplanet UK,2022-08-15T09:07:50+00:00
Ghostwire: Tokyo Deluxe Edition,72.05,64.84,Gamesplanet UK,2022-08-15T09:07:49+00:00
Age of Empires III: Definitive Edition - Knights of the Mediterranean,8.86,7.97,Gamesplanet UK,2022-08-15T09:07:47+00:00
Command: Modern Operations,66.22,59.6,Gamesplanet DE,2022-08-15T09:07:45+00:00
Call of Duty: Black Ops [Mac],39.99,33.99,eTail.Market,2022-08-10T13:17:19+00:00
Thief Simulator,19.99,17.19,Gamebillet,2022-06-30T23:01:06+00:00
Shantae and the Seven Sirens,24.34,21.91,Gamesplanet DE,2022-06-16T22:43:31+00:00
Furi - Onnamusha,5.75,5.18,Gamesplanet UK,2022-05-17T15:05:08+00:00
Imperiums: Greek Wars,27.71,24.93,Gamesplanet UK,2022-05-02T09:39:52+00:00
Maneater: Truth Quest (Steam),14.99,11.55,eTail.Market,2022-04-27T13:36:53+00:00
Dynasty Warriors 9,60.96,33.25,Gamesplanet UK,2022-03-08T09:11:47+00:00
PixARK,33.11,29.21,Gamesplanet DE,2021-09-30T19:24:34+00:00
Unclaimed World,18.99,0.94,Humble Store,2022-10-08T18:11:45+00:00
The Jackbox Party Pack 5,29.99,23.89,Fanatical,2022-10-08T09:01:56+00:00
Gal*Gun: Double Peace,29.99,15.12,Voidu,2022-10-07T20:00:26+00:00
Drink More Glurp,9.99,0.99,Humble Store,2022-10-07T18:11:38+00:00
WRC 8 FIA World Rally Championship,39.99,7.99,Humble Store,2022-10-07T18:11:38+00:00
Bad Dream: Fever,9.99,0.99,Humble Store,2022-10-07T18:11:38+00:00
Viscera Cleanup Detail - The Vulcan Affair,2.99,2.0,Humble Store,2022-10-07T18:11:38+00:00
大富翁少女/Rich Girls,2.99,1.88,Steam,2022-10-07T17:46:29+00:00
Shadows: Awakening - The Chromaton Chronicles,4.99,2.99,Steam,2022-10-07T17:45:15+00:00
Darksiders III - Deluxe Edition,49.99,12.49,Fanatical,2022-10-07T16:04:32+00:00
Sniper Ghost Warrior 2: Siberian Strike,9.99,1.77,Gamebillet,2022-10-07T08:03:25+00:00
Alien : Isolation - Lost Contact DLC,7.99,1.58,Gamebillet,2022-10-07T08:03:25+00:00
A Total War Saga: TROY - Amazons,9.99,5.98,Gamebillet,2022-10-07T08:03:25+00:00
Pathfinder: Wrath of the Righteous - Season Pass,14.35,14.06,Voidu,2022-10-07T02:01:13+00:00
Pro Cycling Manager 2017,9.99,1.79,Fanatical,2022-10-06T23:02:50+00:00
Ashes of the Singularity: Escalation - Oblivion DLC,3.99,1.99,Steam,2022-10-06T17:53:38+00:00
Ashes of the Singularity: Escalation - Gauntlet DLC,3.99,1.99,Steam,2022-10-06T17:53:38+00:00
Ashes of the Singularity: Escalation - Epic Map Pack DLC,3.99,1.99,Steam,2022-10-06T17:53:38+00:00
Ashes of the Singularity: Escalation - Overlord Scenario Pack DLC,3.99,1.99,Steam,2022-10-06T17:53:38+00:00
Ashes of the Singularity: Escalation - Inception DLC,3.99,1.99,Steam,2022-10-06T17:53:07+00:00
Offworld Trading Company - The Ceres Initiative DLC,6.99,3.49,Steam,2022-10-06T17:52:50+00:00
Trendpoker 3D: Texas Hold'em Poker,9.99,5.99,Steam,2022-10-06T17:47:31+00:00
Galactic Civilizations III - Revenge of the Snathi DLC,4.99,2.49,Steam,2022-10-06T17:46:06+00:00
Eternal Liiivie - EP1 Liiivie Isolated From the World,6.99,4.19,Steam,2022-10-06T17:39:17+00:00
Offworld Trading Company - Blue Chip Ventures DLC,4.99,2.49,Steam,2022-10-06T17:38:48+00:00
"Warhammer 40,000: Dawn of War II - Retribution",22.16,4.8,Gamesplanet UK,2022-10-06T17:09:58+00:00
Nyasha Valkyrie,1.99,0.49,Steam,2022-10-06T09:35:06+00:00
Valhalla Hills: Two-Horned Helmet Edition Upgrade,4.99,0.46,GamersGate,2022-10-05T23:02:43+00:00
The Night of the Rabbit Premium Edition Upgrade,4.99,0.46,GamersGate,2022-10-05T23:02:43+00:00
Shadow Tactics: Blades of the Shogun - Soundtrack DLC,2.99,0.91,GamersGate,2022-10-05T23:02:43+00:00
Partisans 1941,29.99,5.57,GamersGate,2022-10-05T23:02:43+00:00
Dead Synchronicity: Tomorrow Comes Today,9.99,0.92,GamersGate,2022-10-05T23:02:43+00:00
Age of Viking Conquest,4.99,2.8,GamersGate,2022-10-05T23:02:43+00:00
Warhammer: Chaosbane,29.99,5.99,Humble Store,2022-10-05T18:11:38+00:00
Manafinder,13.99,11.89,Steam,2022-10-05T18:08:29+00:00
Rainbow Billy: Game + Soundtrack,24.98,11.68,Steam,2022-10-05T17:56:26+00:00
Subterra,4.99,0.54,Steam,2022-10-05T17:49:18+00:00
Chosen 2,4.99,0.54,Steam,2022-10-05T17:48:42+00:00
Decay: The Mare,4.99,0.49,Indie Gala Store,2022-10-05T15:01:27+00:00
AIRHEART - The Deluxe Edition,22.97,7.62,Steam,2022-10-05T12:48:58+00:00
Solasta: Crown of the Magister - Primal Calling,7.99,5.89,Fanatical,2022-10-05T09:02:00+00:00
theHunter: Call of the Wild - Bloodhound,3.99,2.59,Nuuvem,2022-10-04T18:21:15+00:00
Generation Zero - US Weapons Pack,2.99,1.49,Nuuvem,2022-10-04T18:21:15+00:00
Andarilho,4.99,0.49,Steam,2022-10-04T08:33:01+00:00
Back 4 Blood Annual Pass,39.99,19.99,Microsoft Store,2022-10-04T01:40:41+00:00
Aspire Ina's Tale Deluxe Edition,17.97,5.73,Steam,2022-10-03T18:13:34+00:00
Hunt: Showdown - Gold Edition,87.91,65.27,Steam,2022-10-03T18:12:34+00:00
Orcs Must Die! 3 - Cold as Eyes DLC,7.99,3.99,Humble Store,2022-10-03T18:11:48+00:00
Alfred Hitchcock - Vertigo,29.99,17.99,Steam,2022-10-03T18:05:18+00:00
拯救大魔王重生 Falsemen: Demon Rebirth,4.99,0.49,Steam,2022-10-03T18:04:39+00:00
Solitaire,9.99,0.99,Steam,2022-10-03T18:03:40+00:00
Tetraminos,9.99,0.99,Steam,2022-10-03T18:03:40+00:00
City Climber,6.99,0.69,Steam,2022-10-03T18:03:40+00:00
Everything,14.99,3.74,Steam,2022-10-03T18:03:12+00:00
Weather Lord: Royal Holidays Collector's Edition,8.99,0.89,Steam,2022-10-03T18:02:51+00:00
Mahjong Magic Journey,4.99,0.49,Steam,2022-10-03T18:02:45+00:00
In Vitra - JRPG Adventure,4.99,0.99,Steam,2022-10-03T18:02:45+00:00
Crash Wheels,4.99,0.49,Steam,2022-10-03T18:02:40+00:00
New Yankee in King Arthur's Court,4.99,0.64,Steam,2022-10-03T18:02:21+00:00
Tide Up,7.99,5.99,Steam,2022-10-03T18:02:16+00:00
Cute Dogs,0.99,0.54,Steam,2022-10-03T18:00:41+00:00
Screeps: Arena,19.99,17.99,Steam,2022-10-03T17:58:58+00:00
Pacific Storm,7.99,0.79,Steam,2022-10-03T17:58:39+00:00
Pacific Storm Allies,7.99,0.79,Steam,2022-10-03T17:58:39+00:00
BAYANI - Fighting Game,15.99,7.99,Steam,2022-10-03T17:58:00+00:00
keyg,4.99,0.54,Steam,2022-10-03T17:57:36+00:00
Ecchi Cards,4.99,0.49,Steam,2022-10-03T17:57:09+00:00
Zup! 8,1.99,1.09,Steam,2022-10-03T17:56:11+00:00
Reformers,9.99,0.99,Steam,2022-10-03T17:55:14+00:00
Zup! 5,1.99,1.09,Steam,2022-10-03T17:54:23+00:00
Weather Lord: In Search of the Shaman,4.99,0.64,Steam,2022-10-03T17:54:19+00:00
Weather Lord: Hidden Realm,4.99,0.64,Steam,2022-10-03T17:54:19+00:00
Weather Lord,4.99,0.64,Steam,2022-10-03T17:54:19+00:00
Zup! Zero,1.99,1.09,Steam,2022-10-03T17:54:01+00:00
Gabriel Knight: Sins of the Father,5.99,3.89,Steam,2022-10-03T17:53:56+00:00
Brut@l,14.99,1.49,Steam,2022-10-03T17:53:32+00:00
Mike was Сursed,11.99,1.19,Steam,2022-10-03T17:51:59+00:00
Reversion - The Escape (1st Chapter),0.99,0.51,Steam,2022-10-03T17:51:31+00:00
Fire and Steel,2.99,0.59,Steam,2022-10-03T17:49:35+00:00
Hentai Sherlock,4.99,0.49,Steam,2022-10-03T17:49:35+00:00
Adorable Witch 2,1.99,1.69,Steam,2022-10-03T17:48:51+00:00
Língua,5.99,3.59,Steam,2022-10-03T17:48:25+00:00
Second Samurai,9.99,5.99,Steam,2022-10-03T17:47:29+00:00
Cat Slide Tiles,1.99,1.19,Steam,2022-10-03T17:47:18+00:00
The Sisters - Party of the Year,29.99,11.99,Steam,2022-10-03T17:45:39+00:00
Midsummer Night,4.99,0.49,Steam,2022-10-03T17:45:20+00:00
For Evelyn,4.99,0.49,Steam,2022-10-03T17:45:20+00:00
ADVERSE,5.99,0.59,Steam,2022-10-03T17:45:05+00:00
The Metamorphosis,7.99,2.71,Steam,2022-10-03T17:44:51+00:00
RUGBY 18,19.99,1.99,Steam,2022-10-03T17:44:09+00:00
England Exchange,14.99,4.64,Steam,2022-10-03T17:44:09+00:00
Bladestar,4.99,0.49,Steam,2022-10-03T17:43:43+00:00
